tanggal,judul,narasi
15-Jun-20,"Di Film Kapten Amerika, Capten Steve Bangun Pada Masa Modern Dan Kamu Bisa Lihat Virus Corona","Di fi kapten amerika, capten steve bangun pada masa modern dan kamu bisa lihat virus corona Repost @marvel2k19__       Follow me for more #anthonymackie #sebastianstan #wyattrussell #zemo #disneyplus #thefalconandthewintersoldier #thanosdidnothingwrong #blackpanther2 #avengers #endgame #infinitywar #chrisevans #chrishemsworth #captainamerica #thor #falconandthewintersoldier #hawkeye #infintywar #marvelindonesia #marvelindo #konspirasi"
18-May-20,Katanya Jaga Jarak Mutusin Matarantai Eh Kok Konser Malah Rame Dan Doi Datang Lagi,Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi Aduh.piye iki piye toh
8-Apr-20,Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19,"Menteri Agama Fahrur Rozi mengizinkan masjid2 untuk melaksanakan sholat tarawih, buka puasa bersama dll di bulan Ramadan tahun ini dengan tetap menjaga kebersihan dan kewaspadaan."
23-Mar-20,Pasar-Pasar Tradisional Di Tanjung Karang & Teluk Betung Mulai Besok Ada Yang Tutup 3 Hari Sd 5 Hari,"Utuk saudara yg mau beli
 
 obat/ vitamin utk persediaan d
 
 rumah,belilah sekarang,karna stok
 
 obat vitamin yg lg dibutuhkan saat
 
 ini stoknya sdh menipis, Distributor
 
 Farmasi obatan & Expedisi byk yg
 
 diliburkan.
 
 Beberapa Pasar Tradisional d
 
 Tjk.Karang & Teluk Betung mulai
 
 besok ada yg tutup 3hr SD 5hr
 
 karna mau d Semprot/Disterilisasi,
 
 dr pemerintah, Jadi yg mau beli
 
 Sayuran belilah sekarang,"
12-Mar-20,Area Kantor Nokia Di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal,"Area kantor Nokia di Menara Mulia besok dibersihkan setelah ada karyawan Nokia di lt.4 tiba-tiba meninggal Senin kemarin, masuk RS tgl 7 Maret dan meninggal tgl 9 Maret dengan kondisi demam dan muntah. Suspect awal typus seperti suspect awal kasus corona 1 & 2 di depok. Lucunya, teman-teman se-cubical almarhum tiba-tiba demam semua juga "
8-Dec-19,Istana Meresmikan Bahwa Pki Diperbolehkan Di Indonesia,Istana Meresmikan PKI Diperbolehkan di Indonesia
26-Oct-19,Razia Indomie Di Taiwan,"Ini adalah Siaran Berita Malam sebuah TV di Taiwan. Menyampaikan berita, bahwa INDOMIE INDONESIA TERDITEKSI MENGANDUNG BAHAN PENGAWET YANG DIPAKAI UNTUK KOSMETIK, JUGA BAHAN LAIN YANG AKAN MERUSAK MAAG DAN HATI, SERTA SUDAH DIPERINTAH DITURUNKAN DARI RAK PENJUALAN DI SEMUA TOKO DI SELURUH KOTA YANG ADA YANG MENJUAL INDOMIE."
21-Oct-19,Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden Dan Wakil Presiden,"Halo @tempodotco & LSM HAM masih mau bilang: pengamanan pelantikan presiden, LEBAY? Aparat mendapatkan mobil dengan no polisi palsu berisikan bahan peledak."
25-Sep-19,Mahasiswa Usir Para Penumpang Gelap Ini,Ayo teman-teman mahasiswa usir para penumpang gelap ini dari barisan kalian!
23-Sep-19,Artikel Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan Di Indonesia,Departemen Pemadam Kebakaran RRC (China) bersiap membantu saudara dekatnya yaitu Indonesia memadamkan kebakaran hutan untuk mengurangi kabut asap.
20-Sep-19,"Padahal Baru 35 Menit Lalu Di Riau, Tiba-Tiba Sekarang Sudah Di Jakarta","Padahal 35 menit yg lalu meninjau kebakaran hutan dan lahan di Riau, tapi tiba-tiba sekarang sudah di Jakarta. Apakah semua ini HOAX?"
11-Jun-19,Posko Perlawanan Kebangkitan Pki Di Glodok,POSKO PERLAWANAN KEBANGKITAN PKI DI DAERAH GLODOK
23-Apr-19,Ketua Kpu 2014 Husni Kamil Mayatnya Penuh Bercak Darah,Cek tangkapan layar
20-Mar-19,"Jembatan Di Palembang Dipenuhi Pendukung Jokowi, Saking Penuhnya Seperti Tumpukan Pasir","Masya Allah.
Seperti tumpukan pasir
Palembang Jokowi lagi."
23-Feb-19,Rakyat Cina Sudah Mendatangi Kpu Surabaya Untuk Daftar Sebagai Dpt Pemilu,"Mereka Sudah Mulai Beraksi Datangi KPU Boooooss.
 Foto Ini Diambil Di Gedung KPU Daerah Surabaya Jawa Timur.
 Tampak Rakyat China Sudah Mendatangi KPU Untuk Daftar Sebagai DPT Pemilu."
09-Okt-18,Tak Benar Kwik Kian Gie Meninggal Dunia,Kwik Kian Gie
15-Sep-18,Jelas Jelas Manusia Ini Pro Pki,"Manusia ini yg kmrn pasang tagar tetap pancasilaprettt!
 Jelas Prabowolah yg lbh pancasilais krn tdk pernah miring ke kiri (komunis) dan tdk jg miring ke kanan (isis, wahabi dll). Hanya cebong dungu yg msh mau ikutin kegiatannyakrn jelas jelas manusia ini pro PKI"
11-Jul-18,14 Tni Diselundupkan Ke Tanah Arab,SAVE PALESTINA
11-Jul-18,Penangkapan Tuyul Di Desa Karangejo Blitar,"Sing rumongso kelangan tuyul ndang reneo, inbok/ wa,08595321669388 timbang tak sikso."
25-Jun-18,Ternyata Sebenarnya Mereka Tentara Cina Yang Nyamar,Di Halim Perdanakusuma ditangkap TKA Tiongkok dlm proyek kereta api cepat Bdg- JKT.
16-May-18,Penyusup Di Gpib Maranatha Bandung,"Kapolrestabes Bandung, Kombes Pol Hendro Pandowo mengatakan berita terkait adanya salah satu terduga teroris di wilayah hukum Polrestabes Bandung merupakan berita hoax. Iya itu hoax, kemungkinan dia adalah jemaat baru, kata Hendro, Selasa (15/5)."
22-Feb-18,"Dilaporkan Ke Polisi Karena Hate Speech, Pendiri Seword.Com Anggap Salah Alamat","Terakhir, ada sebuah artikel yang menyingkat nama gubernur dan wakil gubernur terpilih DKI Jakarta Anies Baswedan dan Sandiaga Uno dengan sebutan ASU, bahasa Jawa dari kata anjing. Artikel tersebut juga disertai ilustrasi gambar anjing yang tengah menyalak.
 
 Alif mengaku dirinya sebagai pihak manajemen Seword.com sudah menegur penulis konten. Ia juga meminta berita yang dimaksud diubah atau dihapus. Saat ini, tulisan yang dimaksud memang sudah tidak bisa diakses."
21-Sep-17,"The Un, Oic, World Human Rights Organization Have Become Blind."," ,       .     .      !     , English translated version: The un, OIC, world human rights organization have become blind. see how the Muslims are going to kill Myanmar. You Aung San the! Sleep all the Muslims in the world!"
1-Jan-17,Pelaku Pembunuhan Pulo Mas Ridwan Sitorus Alias Ius Pane Ditangkap Di Medan,"Ridwan alias Ius Pane, DPO Perampokan Pulomas Ditangkap di Medan"
20-Mar-16,Fenomena Equinox Bikin Suhu Jadi 40 Derajat Celcius Di Indonesia,"Teman2 yb, sekedar menginformasikan saja, karena fenomena Equinox yang akan mempengaruhi Malaysia, Singapura dan Indonesia di 5 hr ke depan. Disarankan utk tinggal di dalam rumah atau diruang kerja terutama dari jam 12:00-15:00 setiap hari."
21-Aug-20,Foto Jokowi Mengukur Baju Karya Desainer Ivan Gunawan,"Contoh Pemimpin Merakyat Tapi Hati Buat KONGLOMERAT.
 
 Lagi Ngukur Baju Gaesss Biar Kelihatan Merakyat, Buat Hadiri DEKLARASI KITA Dan JURI DANGDUT AKADEMI INDOSIAR
 Karya Desainer Terkenal Ivan Gunawan."
18-Jul-20,Instruksi Gubernur Dki Jakarta Penilangan Untuk Yang Tidak Bermasker Melalui Pikobar,Yth.Seluruh Anggota Grup Sesuai Instruksi Gubernur DKI Jakarta Hasil Rapat Tim Gugus Tugas Covid 19 DKI Jakarta sbb:
16-Jul-20,Pendukung Fanatik Jokowi Meninggal Setelah Berjalan 15 Kilometer,Kpd teman2 Banser & para cebong. Cepatlah Tobat sblm ajal datang mendadak seperti ini.
7-Jul-20,Breaking News: Megawati Mengundurkan Diri Dari Ketua Umum Pdip,"Disaat_umat_ISLAM_lagi_gencar_menyerang_Moncong_Putih,_tiba-tiba_Megawati_mengundurkan_diri_dari_Ketua_Umum_PDIP Ada ya dengan mbak mega"
25-Jun-20,Ruslan Buton Dipecat Dari Tni Karena Tolak Tka China,"Jadi Ruslan itu pada 2017, dia tangkap TKA China yang di Maluku Utara, orang China bawa visa turis bekerja di perusahaan pertambangan. Nggak usah ku kasih tau lah PT-nya. Dia tangkap karena dia komandan di daerah sana,"
3-Jun-20,Geoge Floyd Tewas Ditembak,"Geoge Floyd, pemuda kulit hitam tewas ditembak Polisi di Amerika. Polisi membantahnya. Lalu rekaman CCTV beredar. Sontak seluruh Amerika rusuh. Kalau di Plnet Yours yang mesti ditangkap itu yg men-share video CCTV nya itu. Ya, kan?"
25-May-20,Kadus Dihakimi Warga Sampai Babak Belur Akibat Pembagian Sembako Corona Tidak Tepat Sasaran,"Kepala dusun bagi sembako dihajar massa karena dia pili kasi, dan Seorang KADUS (kepala dusun) di hakimi warga sampai babak belurakibat pembagian sembako corona tidak tepat sasaran"
18-May-20,Wapres Tidak Masalah Konser Di Bulan Ramadhan Malah Anda Ikut Nonton& Ikut Berdonasi Pahalanya Melebihi Berpuasa,"Ini Menari Di Atas Luka Rakyat Mbah Amin Di Lockdown Rakyat Patuh,Rakyat Suruh Di Rumah Saja Rakyat Nurut,Di Suruh Ndak Mudik Rakyatpun Nurut,Di Suruh Ibadah Di Rumah Jg Nurut,Lha Ini Bertajuk Konser Tanggal 23 mei Tapi Sebenarnya Mereka Merayakan ULTAH PKI Yg ke 100. Saya Mbah 7 turunan ndak Sudi Nonton Dan Berdonasi Di Konser Ultah PKI Ke 100."
19-Apr-20,Foto Italia Telah Gagal Sepenuhnya Covid-19,"Perdana Menteri Italia berkata : Penjagaan kami sudah tiada. Penyakit ini terus membunuh kami. Segala Penyembuhan di Dunia, Sudah Tamat. "
13-Apr-20,Pesan Berantai Pt Mosi Tawarkan Rapid Test Kit Covid-19,"Dear bapak/ibu dalam masa pandemic ini, kami PT Mutiara Optima Sinergi Indonesia (MOSI) ingin menyampaikan, bahwa PT MOSI saat ini bekerja sama dengan beberapa BUMN untuk mendatangkan Rapid Test kit Covid-19 uangvakan tersedia dalam 2 minggu kedepan."
6-Apr-20,Puncak Persebaran Virus Corona 4 April Hingga 18 April 2020,"Dari 4 April hingga 18 April kita harus menjaga diri kita sendiri, karena kita akan berada di puncak penyebaran virus dalam dua minggu. Biasanya dalam dua minggu itu semua yang terinfeksi akan muncul."
3-Apr-20,Jakarta Menjadi Daerah Paling Banyak Terinfeksi Virus Covid-19 Karena Salah Pilih Gubernur,"jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur,"
16-Mar-20,Alkohol Bisa Membunuh Coronavirus Covid-19,"Wowww Ayooo  terus Budaya dari leluhur minuman Cap Tikus harus ditiadakan  ? Mikir dulu apa  ! Peace  Note : Selengkapnya untuk info ini saya dapat dari mana bisa langsung ke Facebook saya ya .
 Terima kasih .
 
 Di gambar itu, terdapat logo CNN, juga narasi Alcohol kill coronavirus"
5-Mar-20,Foto Kabah Sepi Dari Yang Thawaf Karena Virus Corona,"Astaghfirullah haladzhim.
 Salah satu tanda kiamat adalah bila sudah tidak ada lagi yg Thawaf mengelilingi Kabah. Dulu kita mungkin pernah berpikir, masa sih, Kabah sepi dari yang Thawaf. Tapi kini, seiring waktu, kejadian demi kejadian, akhirnya kita bisa mengerti dan memahami, bahwa hanya dengan satu kasus saja yaitu: virus corona yang berasal dari Wuhan-China, pemerintah Arab Saudi menutup pintu masuk bandaranya untuk seluruh negara yang terinfeksi dengan virus corona, termasuk pada jamaah yang akan malaksanakan ibadah umroh"
27-Jan-20,Air Rebusan Bawang Putih Menyembuhkan Virus Corona,"Ini bawang puti yg besar ambil 8 biji, dikupas kulitnya ditaruh mangkok di tuang 7 gelas air mendidih selama 3 menit setelah itu di minum langsung 2 gelas ,ternyata pasien yg kena Virus Corona sembuh di hari kedua/setelah malam minum air bawang putih ini!"
5-Jan-20,Pelintiran Judul Berita Dokter Minta Wapres Maruf Amin Beristirahat,"Kira kira penggantinya siapa yaa.
  drama yg sudah diprediksi dari sejak lama"
3-Jan-20,Penyanyi Henny Purwonegoro Meninggal Dunia,"BERITA DUKA. Henny Purwonegoro* penyanyi thn 1970/80, telah meninggal dunia. Pada hari ini 28/12-19 jam 17:05 waktu singapore.Semoga amal2nya diterima Tuhan Yang Maha Esa. Aamiin"
15-Oct-19,Jembatan Darurat Dibangun Dalam Waktu 24 Jam Di Jepang,Jembatan darurat yg dibangun dlm waktu 24 jam akibat jalan tertutup oleh tanah longsor setelah terjadi angin topan di Jepang bbrp hari ini. 24 jam saudara-saudara!
22-Sep-19,Israel Melarang Nelayan Palestina Melaut,Israel melarang nelayan Palestina melaut tapi Allah mengirimkan ikan ke pantai Palestina. Maha benar Allah dengan segala firman Ya
11-Sep-19,Maklumat Majelis Rakyat Papua Agar Seluruh Mahasiswa Papua Tetap Berada Di Kota Studi Untuk Melanjutkan Studi,"Terkait dengan perkembangan penanganan masalah rasisme yang sudah ditindaklanjuti oleh pihak kepolisian dan TNI serta rapat koordinasi tingkat provinsi, dengan ini MRP mencabut maklumat 21 Agustus 2019, nomor 05/MRP/2019. Sekaligus diserukan agar mahasiswa asal Papua yang belum kembali ke Provinsi Papua untuk melanjutkan studi di masing-masing kota studi. Sedangkan mahasiswa Papua yang terlanjut kembali ke Provinsi Papua agar segera kembali ke kota studi sebagai duta kultural orang asli Papua yang dapat hidup harmonis dengan seluruh elemen Bangsa Indonesia."
1-Aug-19,"Jembatan Di Jalan Cemara, Medan Dikatakan Roboh",Jembatan di Cemara roboh
17-Jul-19,Seorang Suporter Meninggal Pada Laga Tira-Persikabo Vs Persija," Tira-Persikabo VS tamunya Persija Jakarta Tumbalkan Satu Nyawa

KOMPAS News-Laga lanjutan Liga 1 2019 antara Tira-Persikabo melawan tamunya Persija Jakarta,berakhir bentrok. Dikabarkan, satu orang tewas dalam insiden tersebut."
13-Jun-19,Video Perobohan Rumah Lantaran Istri Ketahuan Selingkuh Oleh Suami,"Viral  #RUMAH #DIHANCURKAN

ISTRI SELINGKUH KETAHUAN SUAMI YANG PULANG MERANTAU."
22-May-19,Di Shoot Tv One Cuma Bisa Bhs Cina,bukan hoak tau.ini nyata. Di shoot tv one cuma bisa bhs cina
20-May-19,Meninggalnya Serda Supran Sida Dikaitkan Dengan Virus Cacar Monyet,"Innalilahi wainalillahi rojiun turut berduka cita Serda supran, semoga Khusnul khatimah dan di terima amal kebaikan nya , dan semoga abang2 TNI yg sedang menjaga d perbatasan, di hindarkan dari segala penyakit ,terutama penyakit cacar monyet Krn dpt menular dan penyakit ni berasal dari negara asing.hati2 dalam bergaul dgn org luar."
15-Apr-19,Samsul Bahri Ketua Kpps Sydney Pro 02,"Kecurangan di pilpres di Australia.

Ternyata *KETUA KPPS SYDNEY* (Samsul Bahri) sudah jadi Australian citizen!

Dan dia ngurusin Pemilu Indonesia!"
12-Mar-19,Jeli Memperhatikan Jari Tangan Palsu,"Waspadalah

Bagi Ketua/Anggota TPS Hati2 dan Jeli Memperhatikan Jari Tangan Palsu"
7-Mar-19,Orang Jakarta Pada Canggih Euy,"Orang Jakarta pada canggih euy.

Mainannya DRONE kapal-kapalan"
7-Feb-19,Foto Spanduk Kami Optimis Pak Jokowi Tak Akan Bohong Dan Ingkar Janji Lagi,Auto NGAKAK!
29-Oct-18,Istri Indro Warkop Meninggal Karena Menjadi Perokok Pasif," Istrinya meninggal karena mengidap kanker paru.

Almh bukan perokok aktif.

Almh terpapar asap rokok.

Yg memicu sel2 kanker tumbuh di paru2 nya"
16-Oct-18,Akan Di Sahkan Undang2 Lgbt & Pernikahan Antar Jenis,BIAR RAKYAT TAU.KALO REZIM INI DI KEPEMIMPINAN YANG SEKARANG AKAN DI SAHKAN UNDANG2 LGBT & PERNIKAHAN ANTAR JENIS.LAKI NIKAH SAMA LAKI.WANITA NIKAH SAMA WANITA.MAKANYA MUSIBAH AKAN TERUS DATANG MENGHAMPIRI KITA SEMUA
24-Sep-18,Akhirnya Najwa Shihab Dukung Prabowo-Sandi,"Akhirnya Najwa Shihab Dukung Prabowo-sandi.
 
 Alhamdulillah Kekuatan Makin kuat."
20-Sep-18,Spanduk Yang Di Pasang Cebong,"PARA LASKAR FPI DAN WARGA MENURUNKAN SPANDUK YANG DI PASANG CEBONG DINI HARI MENJELANG IJTIMA ULAMA II
 BERTUJUAN UNTUK MENGADU DOMBA MUSLIM.HATI HATI CEBONG 90% PKI."
4-Sep-18,: Info Rekruitmen Bumn Pt Nindya Karya,"Beredar di media sosial surat panggilan seleksi calon karyawan PT Nindya Karya (Persero) yang akan diselenggarakan pada 6-7 september 2018 mendatang. Dalam surat edaran tersebut dituliskan bahwa perekrutan berlangsung di Denpasar, Bali."
16-Agu-18,Bj Habibie Mengatakan: Lawan Berat Pak Prabowo Itu Bukan Jokowi,"BJ Habibie Mengatakan :  Lawan Berat Pak PRABOWO itu bukan jokowi kalau hanya sekedar jokowi Jalan Mudah Buat Pak PRABOWO menuju Kepemimpinan periode berikutnya di 2019,"
13-Oct-17,Iklan Lowongan Pekerjaan Menghamili Istri Lurah Di Gorontalo Berhadiah Rp 10 Juta,Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta
11-Oct-17,Bpbd Bogor Peringatkan Potensi Bencana Gerakan Tanah Di 22 Kecamatan,Dpt kiriman dr grup WA. Hoax atau bukan yaa?
10-Dec-16,": Ormas Pas Klarifikasi Insiden Pembubaran Kkr Di Sabuga, Bandung","Ormas PAS Klarifikasi Insiden Pembubaran KKR di Sabuga, Bandung"
8-May-16,Foto Pengungsi Suriah,"Ini bukan adegan dlm film, tapi inilah yg berlaku di Syuriah."
23-Aug-20,Mengonsumsi Telur Rebus Saat Tengah Malam Dapat Menangkal Covid-19,"Semalam di kagetkan dengan broadcast seperti ini, seketika cari TELOR trus di REBUS tapi gak jadi Hayoo siapa yang mengalami hal yang sama"
21-Aug-20,Video Raja Bahrain Tiba Di Dubai Dengan Pengawal Robotnya,Raja Bahrain tiba di Dubai dengan pengawal robotnya yang dilengkapi dengan kamera untuk melacak 360 derajat dan dilengkapi pistol. Teknologi bergerak sangat cepat dari sebelumnya dalam sejarah
10-Aug-20,Pesan Berantai Kantor Pusat Pt Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal Dan 10 Orang Karyawan Terpapar Covid-19,"Kantor pusat Kawan Lama di Meruya, Jakarta Barat ditutup per hari ini setelah salah seorang direksi meninggal kemarin sore akibat Covid-19. Kontak erat dengan almarhum sudah diketahui 10-orang positif terpapar. Tindakan selanjutnya seluruh karyawan yang berkantor digedung tersebut akan dilakukan RT sampai PCR. Kebijakan selanjutnya menutup akses Head office ke seluruh cabang, toko dan warehouse. Jumlah karyawan di gedung tersebut 2.986 orang."
17-Apr-20,Sabam Sirait Meninggal Dunia Pada 17 April 2020,"Berita Dukacita; Telah dipanggil Bapa Di Surga Sabam Sirait, pada:"
27-Mar-20,Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 Di Indonesia,"Tim medis China diterbangkan ke Indonesia untuk membantu penanganan Virus Corona.
 mungkin saja pengalaman mereka menangani corona bisa bermanfaat.
 asalkan tdk membawa virus lagi aja. Kalo CEBONG ada yg kenak CORONA yg gak mau di sembuhkan di suntik mati aja itu."
15-Oct-19,Hujan Batu Seperti Serpihan Meteor Menuju Bumi Di Purwakarta,"INALILLAHI WAINAILAIHI RAJIOUN.MARI KITA BERDOA SEMOGA TIDAK TERJADI BENCANA ALAM YANG LEBIH BESAR. HUJAN BATU SEBESAR RUMAH TELAH JATUH DI PURWAKARTA, INDONESIA, SEPERTINYA SERPIHAN METEOR YANG MENUJU BUMI.MARI ISTIGHFAR DAN BERDOA KEPADA ALLAH SWT"
3-Oct-19,Gusti Kanjeng Ratu  Condrokirono Tidak Memberikan Izin Pengunaan Area Keraton Bukan Karena Isu Sara,"(Kami) belum dapat mengabulkan permohonan menggunakan KgD Masjid Gedhe Karaton serta halaman, Ndalem Pengulon, dan Alun-alun utara sisi barat."
2-Jul-19,Jokowi Pidato Hanya Satu Menit Jadi Tertawaan Orang Jepang,Pidato di pertemuan g20 jepang jokowi pidato hanya 60 detik alias satu menit jadi tertawaan orang2 jepang
21-Mar-19,Belum Waktunya Surat Suara Pencoblosan Sudah Bertebaran,HEBAT KECURANGAN KPU DAN REZIM PKI JOKOWI INI
11-Mar-19,Pesawat Pribadi Prabowo Dilarang Mendarat Di Bandara Syamsudin Noor Banjarmasin,Info terbaru pesawat pribadi pak prabowo tdk dapat ijin untuk mendarat di bandara samsudinnoor bjrmasin.utk menghadiri haul guru sekumpul hr inisungguh Terlalu Rezim ini.pdahal bukan utk kampanye
26-Feb-19,"Diberi Duit, Baju Dan Makan, Tapi Acara Tetap Sunyi, Relawan Jokowi Hampir Bunuh Diri","Menit demi menit berlalu. Tak satu pun 
warga yang mau bergabung meramaikan acara deklarasi Jokowi di Pariaman. Rencananya, relawan yang diberinama Aku Juga Jokowi (AJJO) ini dideklarasikan di Anjungan Gondoriah Kota Pariaman, Jumat (22/2)."
6-Feb-19,Kenapa Rakyat Tak Berontak,KENAPA RAKYAT TAK BERONTAK ! 
04-Okt-18,Anggur Yang Dijual Pinggir Jalan Di Padang Dan Tegal Berformalin,"ANGGUR MURAH YANG MENGGIURKAN ITU
 
  
 
 Dapat info dari WA adakah saudara2 yang tahu info berikutnya? Mari kita berbagi informasi"
26-Jun-18,Foto Salam Dua Jari Kapolda Sumut Paulus Waterpauw Bersama Ketua Relawan Djarot-Sihar,"Foto ""Salam Dua Jari"" Kapolda Sumut Paulus Waterpauw Bersama Ketua Relawan Djarot-Sihar"
25-Apr-18,Gempa Akan Terjadi Di Malang Selatan,Informasi buat warga Malang Selatan diharapkan keluar rumah pukul 22.30-23.59 nanti malam. Dikarenakan BMKG sudah mengeluarkan rilis akan terjadinya gempa akibat imbas dari gempa Banjarnegara. Hanya meneruskan pesan demi keselamatan bersama
28-Dec-17,Klarifikasi Sekjen Pbnu Soal Penolakan Ustadz Abdul Somad,Penolakan Ustadz Abdul Somad di Hongkong merupakan pesanan LBP
20-Dec-17,Foto Mobil B-1-Uno Masuk Busway,"Beredar foto mobil di jalur busway berplat B 1 UNO. Dengan plat nomor yg kebetulan seperti itu, otomatis banyak orang akan menduga bahwa itu mobil milik Wagub DKI Sandiaga Uno.
Mobil tersebut adalah milik Dwi Putranto dari Jakarta Barat."
1-Jul-16,Jokowi Menaikan Pajak Penghasilan Dari 10% Menjadi 15%,"Tahukah Anda, Diam-Diam Jokowi telah menaikkan Pajak Penghasilan Para Pekerja dan Buruh? Aha.Sebagai HRD Saya tau, Mulai dipotongnya Gajian Juli 2016."
25-Oct-15,Foto Logo I Love Israel Pada Permen Mentos,Foto mentos edisi I Love Israel berada di sebuah supermarket daerah Jakarta Pusat
31-Jul-15,Ahok Izinkan Natalan Di Monas - Tapi Larang Pengajian Di Monas,"MARI KITA TOLAK. 25 desember acara pastur di monas. majlis dilarang di monas, tapi kenapa kegiatan natal di perbolehkan di monas? sedangkan gubernur jakarta beralasan monas tidak boleh dipakai acara masal dan ke agamaan tapi kenapa acara pastur diperbolehkan? apakah ini adil? MARI KITA DEMO TANGGAL 25 APRIL MENDATANG!"
24-Aug-20,"Gedung Kejaksaan Agung Terbakar, Lbp Minta Pemutihan Bagi Koruptor","Pejabat BIN : Lapor pak Presiden, gedung Kejaksaan dibakar eh maksudnya terbakar ! Presiden : Alhamdulillah Eh maksudnya , itu bukan urusan saya. LBP :  Kau bereskan lah pemutihan bagi saudara koruptor kita Kapolri langsung berlagak pilon, Para pejabat pura kaget. Para Taipan berpesta pora di Christmas Island. 140 kasus korupsi yang dilakukan kader PDIP pun hilang, 60 kasus korupsi kelas kakap yg dilakukan Konglomerasi China pun lenyap."
4-Aug-20,Laki-Laki Di Tengah Soekarno Dan Jend Soerdirman Itu Adalah Ayahandanya Habieb Risziq Shihab,Agar publik melek politik sejarah. Ada yg tahu siapa laki-laki di tengah Soekarno dan Jend Soedirman saat itu saat itu! Beliau adalah ayahandanya Habieb Risziq Shihab berita ini sengaja di tutupi sejarah oleh compeni pemerintah penjajah saat itu ykni Belanda karena khawatir umat islam bersatu.
24-Jul-20,Video Biadab Banget Perlakuan Mereka Sama Jenazah Muslim !,BIADAB BANGET PERLAKUAN MEREKA SAMA JENAZAH MUSLIM
5-Jul-20,"Sehari Setelah Dilakukan Rapid Test Covid-19 Kepada Para Santri Di Kudus, 1.000 Santri Tak Sadarkan Diri","SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI"
8-Jun-20,Ide Alquran Nusantara Sdh Mulai Direalisasikan,Innalillahi wa innaillaihi roojiuun. Ide alquran nusantara sdh mulai direalisasikan Astagfirullah
8-Nov-17,Katalog Model Alexis,"Ladies Catalogue, Model Premium"
25-May-20,Surat Seruan Siaga 1 Majelis Ulama Indonesia,"Kami selaku Sekertaris Majelis Ulama Indonesia (MUI) Pusat. Dengan ini menyerukan kepada seluruh MUI Propinsi, Kabupaten, dan Kota Agar berhati-hati dan Waspada dengan di adakannya Rapid Test Covid  19 terhadap para Ulama, Kyai, dan Ustadz di seluruh Indonesia. Kami serukan bahwa rencana Test Corona ini adalah modus operandi dari Pki atas perintah Negara Komunis China untuk menghabisi para tokoh agama Islam baik di Indonesia maupun di Negara muslim lain. Oleh karena itu kita akan tolak niat mereka yang kelihatan baik. Tapi di dalamnya ada misi yang sangat jahat dan licik!"
16-Mar-20,"Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan Akan Di Ajukan Oleh Pihak Grab Untuk Memberi Insetif 200Rb Per Hari.","Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan akan di ajukan oleh pihak Grab untuk memberi insetif 200rb per hari."
13-Feb-20,Video Detik-Detik Tsunami Jepang 12 Februari 2020,"Bencana tsunami melanda japan
 
 video amatir bencana tersebut telah tersebar luas di media sosial 12  02  2020
 
 telah dibagikan beberapa kali dalam tayangan siaran langsung
 
 Sebelumnya kami ucapkan terimakasih buat kalian semua yang sudah menyempatkan untuk berkunjung ke CHANNEL MWR OFFICIAL. Jangan lupa like, comment, share dan subscribe"
9-Jan-20,Warga Garut Jadi Korban Begal,"Korban begal wengi Kamari, kajantenan namun di sekitar Pemda arah Jl. Patriot. Saurna anjeuna di begal, di candak hp srg di siksa seseorang dugi ka kitu"
26-Dec-19,Some Say The Sound Of A Whale,"Thrill voice from the bottom of the Sea, some say the sound of a whale.But in a history, when the Dajjal Laknatullah, will come out of the chains bondage will be heard a shrill voice, namely the voice of Dabbatul Arz. Allah knows aklam (only Allah knows)."
23-Dec-19,Aa Gym Angkat Bicara Terkait Broadcast Silakan Ucapkan Selamat Natal Yang Catut Namanya,"Perlu disampaikan bahwa tulisan itu bukan tulisan Aa,
 
 Sayang sekali penulisnya berbohong atas nama orang lain, sebuah perbuatan yang tak dapat dibenarkan apapun niatnya. Semoga penulis bisa menyadari kesalahannya dan tobat,"
9-Dec-19,Nata De Coco Terbuat Dari Plastik Dan Berbahaya Untuk Anak-Anak,Jangan beli minuman seperti nata de coco ini. Bahayanya seperti plastic TDK larut dalam perut
3-Dec-19,Pabrik Narkoba Yang Digrebek Di Tasikmalaya Semua Pelakunya Cina,PABRIK EXSTASI DI GRREBEG DI TASIKMALAYA PELAKUNYA SEEEEMUA CINAMASIH BERSEKONGKOL DG CINA ?
28-Nov-19,Aseng Mulai Pake No Seri Mobil China,Terjadi di Bandung . aseng mulai pake no seri mobil china 
