judul,narasi,label
Hti Menang Di Ptun,HTI Menang di PTUN,1
Petinju Manny Pacman Bagi-Bagi Hadiah Saat Pandemi,"Untuk semua bangsa!Daftar dari rumah dan dapatkan hadiah dalam waktu 30 menit, kami menerbitkannya untuk membantu orang karena sumringah virus CORONA mencegah banyak orang bekerja.Pilih huruf pertama nama Anda dan Anda akan menerima hadiah yang Anda pilih.Lakukan sekarang dengan iman>",1
: Polsek Kintap Mengamankan Seseorang Yang Diduga Membagikan Uang Dan Sembako Saat Pemilu,membagikan uang dan sembako,1
"The Un, Oic, World Human Rights Organization Have Become Blind."," ,       .     .      !     , English translated version: The un, OIC, world human rights organization have become blind. see how the Muslims are going to kill Myanmar. You Aung San the! Sleep all the Muslims in the world!",1
Poster Pageblug Sultan Hb X Anjurkan Masak Sayur Lodeh 7 Warna,"PAGEBLUG
 
 Wayahe rakyat Mataram nyayur LODEH 7 warna
 
  Kluwih  Cang Gleyor
 
  Terong  Kulit Mlinjo
 
  Waluh  Godong So
 
  Tempe
 
 Mugi SEDAYA tansah widodo nir ing SAMBEKALA",1
"Foto Banner Caleg Pks Bernama Hendrayani Bertuliskan Santun, Peduli, Poligami","Untuk Tasikmalaya yang Lebih Baik
Santun Peduli Poligami",1
"Pembelaan Raja Agung Sejagad: Yang Plonga Plongo Bisa Jadi Pemimpin, Masa Saya Ndak Boleh Jadi Raja?","Pembelaan Raja Agung Sejagad: Yang Plonga Plongo Bisa Jadi Pemimpin, Masa Saya Ndak Boleh Jadi Raja,",1
Pamlfet Khofifah Mengenai Kks Proyek Pesta Para Tikus,Dalam pamflet tertulis besar-besar Proyek KKS Pesta Para Tikus. Foto Khofifah memegang kartu KKS terpampang di pamflet itu.,1
Seorang Bayi Yang Baru Berusia 12 Hari Meninggal Dunia Terpanggang Dalam Inkubator,"Seorang bayi yg baru berusia 12 hari meninggal dunia terpanggan dalam Incubator, salah seorang nurse terlupa memperlahankan suhu Incubator di ruangan bayi yg di letakan, sementara pihak RS bertanggung jawab atas kejadian itu karenana keteledoran anak buahnya, mendengakan atas kejadian itu, kedua orang tuanya shok tak sadarkan diri, smg kejadian hal sperti jangan terjadi lagi , Aamiin",1
Wali Kota Palu Meninggal Karena Tsunami,"Innalilahi wa innailaihi rojiun
 walikota palu meninggal dlm musibah tsunami di palu",1
"Kamis Besok, Fpi-Pa 212 Demo Depan Dpr Ri Stok Makanan Di Rumah Menipis Lumayan Dapat Nasi Bungkus+15.000","Kamis Besok, FPI-PA 212 DEMO DEPAN DPR RI Stok makanan di rumah menipis Lumayan dapat nasi bungkus+15.000",1
Video Bimbim Slank Komunisme/Pki,"Selama Dirimu Mimpin Jow @jokowi. Semua Terang Benderang Ttg Komunisme , Salah Satu Pndukung setia mu Mantan pemakai Narkoba ,ternyata Saya Tahu siapa dia sekarang ? #RakyatKompakTumpasPKI",1
Penangkapan Kendaraan Sepeda Motor Besar-Besaran Di Polsek Kenjeran,Yang merasa kehilangan motornya di sekitar Surabaya telah di adakan penangkapan besar2an di polsek Kenjeran dan ada sekitar 300 unit sepeda motor telah di amankan. Apabila berkenan hub Polsek Kenjeran untuk cek Unit disertai bukti2 n surat2 kendaraan,1
Yusril Menyatakan Bahwa Warga Luar Batang Sebagian Besar Punya Sertifikat Tanah,"Kuasa Hukum warga Luar Batang Yusril Ihza Mahendra meminta Pemprov DKI tak memaksa untuk menggusur kawasan Luar Batang. Sebab, warga Luar Batang memiliki sertifikat atas tanah yang mereka tempati sejak lama.",1
Paham Politik Gak Sih Pak?,"Aduh pak, bukan kelemahannya pak Jokowi itu,
anda yang gak mudeng, justru itu yang bikin anda dan kampret makin terlihat bodoh,
paham politik gak sih pak?",1
Mahasiswa Uny Positif Corona,Mbak sampaikannke klas _ kelompok putra .sementara kita steril kampus.mlathn mandiri satu minggu Ini virus Corona sudah masuk UNY 1 orang positif. Hati hati.jangan jabat tangan.jangan cipika cipiki A sapak/ Mbak,1
Biar Melek Ahk Yg Mau Bubarin Fpi.,"Biar melek ahk yg mau bubarin fpi,",1
Rumah Neno Warisman Dikepung Preman,"SAAT INI, HARI INI, MARI PARA PENDUKUNG PAS DAN BUNDA NENO MERAPAT KE RUMAH BUNDA NENO WARISMAN DI GRIYA TUGU ASRI CIMANGGIS KRN RUMAH BELIAU DIKEPUNG OLEH PREMAN BAYARAN",1
Hari Ini Goobernur Anis Menunjukkan Bukti Otentik Ke Panitera Mahkamah Internasional,"MOHON DOANYA, KEMENANGAN PRABOWO DIDEPAN MATA, HAKIM MAHKAMAH INTERNASIONAL AKAN MENENTUKAN HUKUMAN PADA TANGGAL 17 JULI 2019",1
Pesan Berantai Warga Madiun Siap Jadi Pengantin Bom,"ijin copas 
 diinformasikan bahwa seorang warga Desa Luworo, Kecamatan Pilangkenceng Kabupaten Madiun an. SIDIK WIDODO telah siap menjadi pengantin pengeboman. Dimana sidik widodo lulusan dari SMA negeri 1 Caruban, hingga saat ini ybs tinggal di Batam
 Sidik Widodo dg nama terbaru ABU MUSTOFA. Dimana sidik widodo/abu mustofa tinggal di Desa Luworo, jumlah keluarga 2 org, kakaknya telah menikah dan tinggal di Tulungagung. Ortunya setiap hari jualan sayur di Caruban. Setiap bulannya ybs membesuk abu bakar Baasyir.",1
Biadab Jahanam Muslim India Ditembak Ditempat #Belamuslimindia,"BIADAB !
 JAHANAM !
 
 MUSLIM INDIA DITEMBAK DITEMPAT
 
 ini berita yang harus kita viralkan tentang kejahatan pemerintah india terhadap umat muslim india
 
 Hasbunallah wanimal wakiil
 
 
 HINDU INDIA TERORIST !
 
 #BelaMuslimIndia
 
 #BelaMuslimIndia",1
Habib Rizieq Shihab Serukan Coblos Jokowi,Video sumber berisikan konten Habib Rizieq Shihab yang menyerukan mencoblos Jokowi,1
Foto-Foto Korban Rohingya,"Sangat biadab & masih terus berlangsung hingga kini, tapi dunia diam seribu bahasa. Itulah kalau Islam yg menjadi korban. Seakan pembantaian terhadap Muslim adalah satu keniscayaan.",1
Seorang Pria Di Inggris Melakukan Penghacuran Kaca Masjid Lalu Tertabrak Mobil,Seorang Pria di Inggris Melakukan Penghacuran Kaca Masjid Lalu Tertabrak Mobil,1
: Info Dari Bin Dan Densus 88 Untuk Menghindari Pergi Ke Mall-Mall Di Jakarta,"Info dari pihak BIN Dan Densus 88, Polri memberi peringatan agar masyarakat sementara waktu menghindari tempat-tempat ini, pada Hari ini sampai besok.
 [.]
 Saudarasekalian Hati2 ya tgl 15 Mei ini Amerika resmi buka kedutaan di Jerusalem dan Yahudi ultah kemerdekaan ke 70th.
 Jauhi lokasi2 simbol Amerika seperti Starbuck, McD dll",1
Foto Lelaki Menginjak Merah Putih,"Bangsat ini sudah menginjak merah putih,hukuman apa yg pantas bagi bangsat ini",1
"Puteri Ameera, Anaknya Raja Salman","Ini puteri Ameera, anaknya Raja Salman. Tidak pakai hijab kok tak dipersoalkan? Kalau disini dikafir2kan loh.",1
Ikan Humanoid Dengan Tangan Dan Kaki Ditangkap Di Laut Cina Selatan,"V Vietnam melaporkan bahwa seekor ikan humanoid ditangkap di Laut Cina Selatan, dengan tangan dan kaki, dan seseorang dengan dada dan perut yang sama, dan para nelayan ketakutan dengan keringat dingin. Sekarang telah diserahkan ke departemen penelitian ilmiah untuk melihat apakah itu adalah makhluk atau spesies mutan yang belum pernah ditemukan manusia. 
 
 Dunia nyata sedang berubah",1
Pemerintah Kota Surabaya Belum Menggelar Seleksi Penerimaan Cpns 2018,Tentu kalau ada penerimaan CPNS itu akan diumumkan sesuai dengan mekanisme dan prosedur berdasarkan ketentuan perundang-undangan yang berlaku,1
"Metro Tv Baru Saja Mengeluarkan Berita Bahwa Hacker Sudah Mulai Masuk Facebook, Bbm Dan Wa","*Pengumuman !*
Metro tv baru saja mengeluarkan berita bahwa hacker sudah mulai masuk facebook, bbm dan wa,
mereka menempatkan video seks/porno, atau permintaan dana dg berbagai alasan memakai nama anda pada teman teman anda, tanpa anda mengetahuinya. Anda tidak dapat melihatnya, namun orang lain bisa melihatnya seolah olah anda yg mempublikasikannya. Jadi, jika anda menerima suatu video atau permintaan dana (barangkali atas nama saya), maka itu bukan saya ! Ternyata hal ini sdh terjadi bbrp kasus dlm bbrp group wa. Waspadalah, jangan sampai terjadi pd akun anda. Terimakasih.",1
"Ruang Perawatan Covid Di Riau Penuh, Warga Wajib Di Rumah Selama Dua Minggu","jadi pesen dr indra yovi Sp.P jagalah keluarga kalian di rumah. karena sekarang kasusnya lebih berbahaya dan lebih banyak pada saat psbb dulu. inert immunity. siapa kuat daya tahan tubuhnya dya yg menang. jgn keluar rumah, jgn shalat dimasjid dulu, jgn ke sekolah, tetap stay at home Pekanbaru masuk zona Merah. hari ini 29 org positif covid. 1 org meninggal Ruang rawat covid 19 di rsud sudah penuh. icu pinere covid 19 jg penuh.",1
"Pm Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina Akan Kirim Pasukan Ke Indonesia","PM Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina akan Kirim Pasukan ke Indonesia",1
Foto Jokowi Pakai Kaos Bertuliskan Aica Aibon,Ahh. Pakde bisa ajah.Mau dong pakde kaosnya PRESIDENKU,1
Foto Presiden Soekarno Bersama Barrack Obama Kecil,Saat Presiden Soekarno datang ke SD Menteng dan bersalaman dgn Barrack Obama kecil.Tidak pernah ada orang yg menyangka klo ternyata Obama menjadi orang nomor satu di Amerika.Memang Soekarno itu penuh kharisma,1
Pesan Berantai Untuk Segera Hubungi Sekda Cilacap,"Slmt pagi, kmi dri kantor BUPATI cilacap a/n bayu prahara bagian pembangunan, kepala KB WIJAYA KUSUMA 04 di minta hub pak sekda farid mahrud di no 0816735174 skrng penting",1
Video Plandemic,"Film dokumenter ini sejak tadi malam dihapus-hapusin sama Yutub, lalu diupload lagi sama netizen, dihapus lagi. Mimin selametin deh, plus kasih terjemahan, buat sobat-sobat pejuang follower fenpej ini. Isi filmnya dahsyat. Tentang Covid-19. Tonton sendiri.",1
Dki Kucurkan Rp688 Miliar Tebus Ijazah Siswa Yang Ditahan Sekolah,"Pemprov DKI mengucurkan dana hingga Rp688 miliar untuk menebus ijazah yang ditahan dari 171 siswa di ibu kota yang berasal dari 79 sekolah swasta. Sekretaris Daerah (Sekda) DKI Saefullah mengatakan, anggaran dengan nilai Rp688.140.775, berasal dari Badan Amil Zakat Nasional (Baznas/Bazis) DKI.",1
Framing Asing Di Berita Pelayanan Turis Pasca Gempa Lombok,"HARAP MAKLUM PRESIDEN JOKOWI ANTEK ASING, DARIPADA RAKYAT NYA SENDIRI?",1
Para Cebong Ketangkap Tni Pake Atribut Pki,PARA CEBONG KETANGKAP TNI PAKE ATRIBUT PKI,1
Simpan Hp Dibawah Jok Sepeda Motor Saat Berdering Langsung Meledak,Warning. Jangan simpan hp dibawah jok spd motor. Pada saat berdering langsung meledak,1
Kejahatan Hindu India Modi Terhadap Seorang Wanita Muslim Yang Membawa Daging,"INDIA
Kejahatan Hindu India Modi terhadap seorang wanita Muslim yang membawa daging, ini adalah jenis pelanggaran hak asasi manusia terburuk di dunia, tetapi media seluruh dunia tidur dengan cepat atas pelanggaran manusia India ini!",1
Pernyataan Jokowi Ekonomi Indonesia Terjun Bebas Tidak Diberi Utang Lagi,"anjai ancor.ancorrrrrr. ayooooo. mau bikin apa lagi Jokowi  Pertumbuhan Ekonomi Indonesia Terjun Bebas ngutang, enggak diberi lagi, gaess",1
"Kepala Kantor Kemenag Gresik, Markus Firdaus Jawab Tudingan Yang Menyebut Dirinya Non Muslim","Saya sejak MI kelas 3 sudah mondok di Pondok Pesantren Annawari Seratengah Bluto Sumenep Madura sampai tingkat Madrasah Aliyah (SMA), dan kemudian melanjutkan kuliah S1 di Universitas Negeri Surabaya (IKIP)",1
3 Hari Kedepan Arus Angin Dari Utara Ke Arah Selatan Yg Membawa Wabah  Akan Melewati Indonesia Menuju Australian,"Bhw 3 hari kedepan diusahakan seluruh anggota keluarga masing2 di Rmhutk tdk keluar rmh, walau hanya utk berjemur, klu tdk sgt terpaksa. Krn dlm 3 hari kedepan Arus angin dari Utara ke arah Selatan yg membawa wabah (penyakit) akan melewati Indonesia menuju Australian.",1
Daftar Obat Terlarang Bpom,Info kn bt keluarga tercinta anda,1
: Majalah Al Islam Palsu Wujudkan Jakarta Bersyariah,Majalah Al Islam Palsu Wujudkan Jakarta Bersyariah,1
Penyerangan Ulama Di Pondok Pesantren Miftahul Jannah Karawang,"Ada 3 orang mondar-mandir menggunakan motor dengan jaket grab. Murid Kyai banyak yang stay di Musholla MJ.
 Yang saat itu mengawasi Kang Deni, Hamdan, dan Sofyan.
 Pada jam 3 dini hari ketiga orang itu berdiri lama memandang ke dalam rumah Kyai.dan ketiga nya membawa HT.
 kebiasaan Kyai tiap jam 3.30 membuka pintu rumah dan membangunkan murid nya.
 Disaat itu dari dalam Musholla Hamdan sms ke Kyai utk tidak keluar pintu karena gelagat mencurigakan ketiga orang tersebut memiliki senjata (senjata api) yang bisa diletuskan dari pagar menuju sasaran yaitu Kyai.disaat itu pula Kyai sebelum menerima sms Hamdan merasa panas ketiga berada satu ubin sebelum pintu rumah.jadi niat membuka pintu urung dilakukan Kyai.
 skenario  SWT.
 _saat ini di Miftahul Jannah sudah dijaga murid,jawara serta FPI_",1
Pesan Berantai Kantor Pusat Pt Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal Dan 10 Orang Karyawan Terpapar Covid-19,"Kantor pusat Kawan Lama di Meruya, Jakarta Barat ditutup per hari ini setelah salah seorang direksi meninggal kemarin sore akibat Covid-19. Kontak erat dengan almarhum sudah diketahui 10-orang positif terpapar. Tindakan selanjutnya seluruh karyawan yang berkantor digedung tersebut akan dilakukan RT sampai PCR. Kebijakan selanjutnya menutup akses Head office ke seluruh cabang, toko dan warehouse. Jumlah karyawan di gedung tersebut 2.986 orang.",1
"Batu Ini Yang Dipijak Oleh Nabi Untuk Naik Ke Langit, Batu Ini Menangis Hingga Sekarang Batu Ini Terapung","Assalamualaikum wr wb
 Batu ini yg dipijak olen Nabi tuk naik kelangit. Batu ini ingin ikut Nabi ttapi dilarang oleh JibrilBatu ini menangis hingga skrang bati ni terapung sbg bukti keagungan Allah swt",1
Abu Janda Sebenarnya Adalah Cina Kafir,Abu Janda Sebenarnya adalah Cina Kafir,1
"Di Film Kapten Amerika, Capten Steve Bangun Pada Masa Modern Dan Kamu Bisa Lihat Virus Corona","Di fi kapten amerika, capten steve bangun pada masa modern dan kamu bisa lihat virus corona Repost @marvel2k19__       Follow me for more #anthonymackie #sebastianstan #wyattrussell #zemo #disneyplus #thefalconandthewintersoldier #thanosdidnothingwrong #blackpanther2 #avengers #endgame #infinitywar #chrisevans #chrishemsworth #captainamerica #thor #falconandthewintersoldier #hawkeye #infintywar #marvelindonesia #marvelindo #konspirasi",1
Kantor Bank Mandiri Di Lombok Roboh Akibat Gempa,"Sebuah capturean dari instagram story dengan gambar kantor bank mandiri yang rusak parah, serta lokasi yang menyatakan gambar tersebut diambil di KCP Bank Mandiri Pemenang",1
Sajadah Digunakan Untuk Alas Menari,"Sajadah Digunakan untuk Alas Menari, Tolong siapa yg tahu.hoax or beneran.",1
Kampus Pemujaan Setan Di Bandung,Ieu mah itenas,1
Ustaz Abdul Somad Mengacungkan Jari 1 Mendukung Jokowi,"Setelah beredar vedio klarifikasi sikap netral UAS beberapa hari lalu,

Ternyata UAS sdh pasti memberikan hak politiknya sebagai warga Negara.

Terima Kasih UAS.

#TetapJokowi",1
Pemkot Jambi Bantah Liburkan Siswa Dari Kegiatan Belajar Di Sekolah Pada 17 September 2019,Dapat kami informasikan bahwa berita tersebut adalah TIDAK BENAR (HOAX). .,1
Foto Fadli Zon Dengan Alm Suhardi,"Jelas ini bukanlah demo buruh seperti biasanya karena tidak ada alasan bagi mereka lagi untuk marah terhadap Ahok karena kinerja Ahok yang jauh lebih baik dari pada Gubernur-Gubernur sebelumnya selain Ali Sadikin,Apalagi Ahok kedepannya akan digantikan oleh Anies setelah kekalahannya di Pilkada April 2017 yang lalu menurut hasil Quick Count,Jadi jelas ini hanyalah Aksi yang didukung oleh sejumlah elite politik yang kotor.Bahkan diduga kuat oleh masyarakat dan netizen adanya keterlibatan Fadli Zon dan Haji Lulung dengan aksi demo buruh yang berakhir dengan pembakaran karangan bunga untuk Ahok tersebut,Karena foto Fadli Zon dan Haji Lulung seperti memberikan komando pada orang-orang suruhannya yang menyamar jadi buruh demo.",1
Penganugerahan Gelar Bapak Reformasi Kepada Amien Rais Di Ui,"UNDANGAN TERBUKA
 Penganugerahan Gelar BAPAK REFORMASI INDONESIA, 
 Tanpa dia takkan ada hari ini
 Balairiung Univ Indonesia
 Waktu Ahad 20 Mei 2018
 @maspiyuuu
 @republikaonline
 @wartapolitik
 @mkhumaini
 @fadlizon
 @NetizenTofa
 @zarazettirazr
 @ZUL_Hasan
 @DPP_GMN",1
Telah Disahkan Uud Lgbt,Innalilahi wa Inna ilaihi Rajiun LGBT telah disahkan UUD LGBT. ternyata PPP & PKB ikut mendukung,1
Jokowi Nama Lahirnya Herberthus,"*-> JOKOWI NAMA LAHIR NYA HERBERTHUS, BER AGAMA KRISTEN.
  SAAT JELANG DAFTAR JABATAN WALIKOTA NAMA NYA DI GANTI JOKOWIDODO.
 
  AYAHNYA BERNAMA OEY HONG LIONG ALIAS WIDJIATNO, NON MUSLIM.
 AKTIVIS PEMUDA RAKYAT  PKI.
 DI KENAL KEJAM DAN SADIS, PADA TGL 1.OKTOBER 1965. MEMBANTAI PULUHAN JIWA KAUM NAHDIYIN TEWAS DI TEMPAT, DI KAMPUNG GIRI ROTO, NGEMPLAK BOYOLALI, JATENG.",1
Puisi Tahun 1919 Soal Pandemi Karya Kathleen Omara,PUISI PANDEMIK TAHUN 1919 INI SAMA SEPERTI KONDISI HARI INI Sejarah itu akan selalu mengulang dirinya sendiri Puisi ini ditulis oleh Kathleen OMara pada tahun 1869,1
Guru Mau Diimpor Juga,"Bangga Semua IMPOR?
Beras impor,
Minyak Bumi Impor,
Gas Impor,",1
"Sultan Brunei, Hassanal Bolkiah, Angkat Bicara Soal Pesta Seks Gay Di Jakarta","PESTA G4Y KEMBALI DIGREBEK, SULTAN BRUNEI : MENJIJIKKAN, APAKAH MASIH ADA AGAMA DI INDONESIA?",1
Listrik Gratis Dan Diskon Yang Diberikan Negara Dibiayai Dengan Utang Dari Bank Dunia Sebesar 5 Triliun,Mohon berhemat listrik. Listrik gratis dan diskon yang diberikan negara dibiayai dengan utang dari Bank Dunia sebesar 5 triliun yang harus dibayar ke depan dengan uang rakyat juga. Karenanya tarif listrik ke depan bisa lebih mahal lagi. Kini kami juga tengah berjuang mencari bantuan dan pinjaman ke negara-negara Islam di Timur Tengah agar kebutuhan pangan rakyat di tengah wabah segera bisa terpenuhi,1
Ridwan Kamil Akan Ditinggal Pemilih Religius Pada Pilgub Jabar Karena Mendukung Lgbt,"Dukung LGBT, Ridwan Kamil siap Ditinggal Pemilih Relegius Pada PILKADA JAWA BARAT",1
Passing Grade Universitas Indonesia,"Siapa sih yang gak mau masuk Universitas Indonesia (UI)? Kampus impian banyak orang.
 
 #BeritaBaik
 
 #SekolahNews
 
 Daftar Passing Grade Universitas Indonesia di SMBPTN 2019 https://sekolahnews.com/daftar-passing-grade-universitas-indonesia-di-smbptn-2019/",1
Di Shoot Tv One Cuma Bisa Bhs Cina,bukan hoak tau.ini nyata. Di shoot tv one cuma bisa bhs cina,1
Jokowi Siapkan Perpres Demi Permudah Tenaga Kerja Asing,"JOKOWI SIAPKAN PERPRES DEMI PERMUDAH TENAGA KERJA ASING
 ***Padahal di Indonesia sangat bayak pengangguran! Mana JANJI menciptakan 10 juta lapangan kerja!
 #PresidenBaru2019
 Presiden Jokowi sebelumnya meminta agar izin bagi TKA yang hendak masuk ke Indonesia dipermudah.
 https://nasional.kompas.com/read/2018/03/06/21473501/jokowi-siapkan-perpres-demi-permudah-tenaga-kerja-asing",1
"Pembicaraan Aa Gym Dengan Panglima Tni, Jendral Gatot Nurmantyo",Obrolan Aa Gym Dengan Panglima TNI Gatot Nurmantyo Sesaat Sebelum ILC,1
"Kemana Dan Mengapa Kpai Diam Saat Anak-Anak Diajari Demo, Bela Khilafah, Teriak-Teriak Bunuh Ahok ?",Massa yang terdiri atas usia anak-anak hingga remaja ikut dalam aksi di sekitar gedung Mahkamah Konstitusi (MK). Komisi Perlindungan Anak Indonesia (KPAI) meminta aparat keamanan untuk melakukan tindakan persuasif agar massa ini bersedia pulang.,1
Bem Feb Ui: Mahasiswa Dalam Foto Tidak Merusak Fasilitas Umum,"Mahasiswa yang berada di dalam foto tersebut awalnya melihat papan tanda terletak di tengah jalan. Mereka kemudian berinisiatif mengangkat dan meletakkannya di pinggir jalan. Sesaat sebelum meletakkan papan tanda, mahasiswa tersebut berpose mengambil gambar. Pengambilan gambar dilakukan oleh salah satu teman mereka. Momen pengambilan gambar ini kemudian dimanfaatkan oleh media yang kebetulan berada di lokasi aksi untuk mengambil gambar mahasiswa yang sedang mengangkat papan tanda tersebut.",1
Ang Tjoen Min Berada Di Balik Organisasi Teror Densus 88,DENSUS 88 NEO CAKRA BIRAWA (Ang Tjoeng Ming {ipar J Riyadi} berada dibalik organisasi teror Densus88,1
Foto Pemerintah Jawa Timur Sdh Menyiapkan 52 Buah Tempat Kurantin Bagi Tki Yg Bru Pulang Dari Luar Negri.,Pemerintah jawa timur sdh menyiapkan 52 buah tempat kurantin bagi TKI yg bru pulang dari luar negri. Mereka akan Di kuarantin selama likor likor nam belas hari,1
Artikel Analisis Mulyo Wibisono Yang Diedarkan Kembali,"*_ALISIS] MANTAN Badan Intel Strategis (BAIS) bicara soal Terorisme di Indonesia_*
 Quote:
 MULYO WIBISONO
 (Mantan Komandan Satgas Intel Badan Intelijen Strategis, (BAIS), Laksamana Pertama TNI, Purnawirawan) []",1
Anggota Panwaslu Dan Kpu Buka Belang Lembaganya,Anggota Panwaslu dan KPU Buka Belang Lembaganya Dalam Forum Rapat,1
"Video Rekaman Kamera Infrared Hantaman Rudal Tepat Sebelum Ledakan Dahsyat Di Beirut, Libanon","Rekaman kamera infrared menunjukkan adanya hantaman rudal dari langit tepat sebelum ledakan dahsyat terjadi di Beirut, Libanon. Benarkah zionis Israel pelakunya? Wallahualam",1
Kabar Baru Warga Vietnam Us!R Keturunan C!Na,KABAR BARU ! WARGA VIETNAM US!R WARGA KETURUNAN C!NA DI NEGARANYA.,1
Papua Kini Kibarkan Bendera Yahudi Israel,"Selain mengibarkan bendera Bintang Kejora
 Papua kini kibarkan bendera Yahudi Israel.
 Miris yaa.lihat ini dek mpud",1
Bahaya Anak Bermain Mandi Bola,"Ada virus yang menyerang anak-anak setelah bermain di kolam bola. setelah dibawa ke dokter dii RS Hasan Sadikin ternyata dokter menyimpulkan bahwa anak tersebut terkena virus. Virus itu menyebabkan kelumpuhan, akibat virus yang menyebar dari tulang belakang, dan merambat ke otak.",1
Rombongan Jemaah Haji Padang Sumbar Menuju Tanah Suci,"Rombongan jemaah haji Padang Sumatra Barat non via Depag berangkat kebandara untuk selanjutnya menuju tanah suci menunaikan hajidengan adanya lobi khusus para tokoh dan ulama Padang Sumatra Barat dengan Kerajaan Arab Saudi dan juga adanya hubungan history Kerajaan Pagaruyung Sumatra Barat pada zaman dulunya, serta Keluarga Kerajaan Pagaruyung juga mempunyai lahan tanah yang cukup luas di Arab Saudi,sekarang ini dibangun Hotel untuk jemaah haji asal Sumatra Baratmemudahkan urusan warga yang menunaikan haji asal Sumatra Barat tersebutdisamping itu Kerajaan Arab Saudi juga sangat menghargai Alm Sheh Ahmad Khatib asal Padang yang pernah menjadi Imam besar Masjidil Haram semoga hubungan baik Kerajaan Arab Saudi dengan Padang Sumatra Barat khususnya dan Indonesia pada umumnya terjalin lebih akrab lagi kedepannya dan yang menunaikan Haji mendapat haji mabruraamiin.",1
Ribuan Burung Gagak Muncul Di Wuhan Menandakan Banyak Bau Mayat,"#SeruanUlamaBerantasKorupsi
 
 Ini Menandakan Banyak Bau Mayat Disekitar Situ Guys!
 
 @sorotnews  Ribuan Burung Gagak Muncul di Wuhan Tempat Virus Corona Ditemukan
 
 #SeruanUlamaBerantasKorupsi",1
Video Reaksi Trump Saat Mendengar Suara Takbir,Ketika SETAN mendengar kalimat TAKBIR! #IranVSAmerica,1
Penderita Gila Akibat Pilpres Meningkat Tajam Di Sumbar,Penderita Gila akibat Pilpres meningkat tajam di sumbar.,1
"Ribuan Warga Tasik Jalan Kaki Menuju Jakarta Untuk Aksi Kedaulatan Rakyat, 21-22 Mei Di Kpu Ri","Jalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RI.
AllahuAkbar",1
Tagar #Saverohingya Sudah Tak Lagi Bergema,"Tagar #SaveRohingya sudah tak lagi bergema, suara-suara kemarahan di media sosial kepada Myanmar sudah reda, dan semangat untuk membela umat yang terusir dari Rakhine telah meredup.",1
Foto Kemacetan Di Brebes,"Sebuah foto dengan tampilan kondisi pintu tol yang dipenuhi oleh kendaraan, dan diklaim berada di salah satu pintu tol Indonesia.",1
Alasan Din Syamsuddin Mundur Dari Utusan Khusus Presiden,"#SobatWaras dan #PorosAkalSehat.
Satu2nya jalan menghentikan kebohongan dan janji2 palsu pak Jokowi adalah Pastikan Tanggal 17 April 2019, tidak memilihnya! Dan kawal/pastikan #2019PrabowoPresidenRI

Dan narasi pada gambar :",1
Soal Bocornya Nik Dan Nomor Kk Sekarang Dilempar Menjadi Tanggungjawab Provider,"Siapa yang disalahkan ?
 Saling lempar tanggungjawab
 Soal bocornya NIK dan nomor KK
 Sekarang dilempar menjadi tanggungjawab provider.
 .
 Data kependudukan kartu SIM prabayar bocor, Menkominfo: Datangi operator. https://youtu.be/JDPMBDYvYx8
 .
 Ikuti berita terbaru di cnnindonesia.com
 #CNNIndonesia
 
 .",1
"Bintang Sepakbola Dunia Menutup Sebelah Matanya Sebagai Dukungan Atas Penembakan Pada Wartawan Foto Palestina, Muath Amarneh","Muath Amarneh (kanan bawah), wartawan foto Palestina ditembak mata kirinya oleh tentara Israel. *Para bintang sepakbola dunia menutup sebelah matanya sebagai dukungan atas perjuangannya (*Amiin)",1
Begal Pocong 2017,"cuma ngasi info ni ! bagi pengendara roda2 roda4 , kalo yang ketemu kaya gini tabrak aja ! begal di tahun 2017 kaya gini
 -kerawang,cikarang, kotawisata,kali CBL di Bktnya !",1
Correlation Of Video Of Child Fed With Living Tadpoles With Corona Virus,"Swine flu appeared in China, and bird flu spread from China to the world, and now the corona virus has appeared, and this disease has appeared in China.
 
 Chinese society is a mentally corrupt society. We have to save these kids.
 
 China has become a threat to humanity.
 
 #Corono",1
Guntur Soekarno Putra Meninggal,Innalillahi wa inna illaihi rojiun Telah berpulang kehadiratNya GUNTUR SOEKARNO PUTRA (Putra sulung Proklamator Ir. SOEKARNO). Semoga khusnul khotimah dan arwahnya diterima di sisi Alloh SWT. Aamiin.,1
Poster Habib Rizieq Shihab Tarik Dukungan Terhadap Prabowo,"Seruan Habib Rizieq kepada umat muslim se-Indonesia untuk segera mencabut dukungan kepada Prabowo-Sandi, karena bersedia menerima dukungan dari PKI! #CakIminMenangkanJokowi",1
Demo Dan Konflik Antara Ojek Online Dengan Angkutan Umum Di Bandung,"Prediksi Besok Bandung kota. Besok Di sinyalir ada Dua Kubu besar 1.Demo lg besaran 2.Ojek Online gabungan Mau Kumpul Minta Tggung jawab ke kubu Angkot Gabungan, Soalnya Di jl.bkr Grab ojek Di Tabrak Sngaja sampe Mati, Di buah batu grab Mati Jg Di Tabrak Angkot, Di karapitan Grab jg Di Gebukin Angkot, Ada jg ojek online Yg Hilang Ga ada kabar.",1
