tanggal,judul,narasi,label
16-Nov-17,Fake News Becomes A Business Model: Researchers,Fake news becomes a business model: researchers,0
2-Feb-20,Foto China Dilaporkan Diam-Diam Kremasi Korban Virus Corona,China dilaporkan mengkremasi mayat secara rahasia karena jumlah pasien virus korona melonjak melewati 7.000. Virus itu kini telah menginfeksi lebih banyak orang di China daripada SARS.,1
25-Feb-18,Surat Sahabat Luar Negri,"Musibah besar telah menimpa negeri ini: https://youtu.be/PbJOLPXQNc8 pemerintah restui mentri agama dan mendapat jaminan keamanan oleh kepolisian yg di instruksikan langsung oleh kapolri tito karnavian *melegalkan syiah* Statemen pak Amin Rais bikin miris, katanya sy blm pernah merasakan situasi kenegaraan segenting ini SURAT SAHABAT LUAR NEGERI",1
23-Mar-18,"Mark Zuckerberg, Ceo Facebook, Menemukan Kata Bff","Test FB tmn2 disini Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar, Jika terlihat hijau, akun anda dilindungi. Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang. # Copied",1
11-Apr-18,Setidaknya 70 Tewas Dalam Serangan Militer Afghanistan Di Masjid,"TAK ADA BERITA DI TV,TAK ADA SUARA HAM,TAK ADA SUARA INTOLERAN,TAK ADA SUARA HAM TAPI KAMI PUNYA ALLAH SWT",0
19-Jun-20,East-West Center: Fighting Disinformation On The Frontlines Webinar,"It is imperative that societies have access to accurate information in critical moments such as the COVID-19 pandemic. Disinformation can have life and death consequences. At the same time, there is growing distrust in health experts and scientific data. Hear from diverse experts in the U.S. and Asia Pacific engaged in combating disinformation on the front lines through international and community fact-checking networks, social media platforms, and news literacy education",0
29-Apr-19,Foto Wiwik Sri Rahayu Asal Surabaya Yang Divonis Hukuman Pancung Di Arab Saudi,"Sesama Bmi mari kita doakan mbak Mega Mendung atau wiwik sri Rahayu Asal Surabaya Jawa Timur yang baju warna merah semoga bisa terbebas dari kasus yang menjerat nya. Desa desus dia di vonis hukuman pancung Semoga pihak kjri bisa membantu pendampingan terhadap korban tersebut. Dengan dapat bantuan pendampingan hukum saat ini dia berada di Penjara Beriman jeddah. Dia pekerja Ilegal tersandung kasus di jeddah Al hamra, dengan tuduhan membantu BMI lainnya melakukan Aborsi atau Giret. Ditemukan, satu paket pil Stotec di tas nya",1
5-Oct-17,"Mulai Tahun Depan, Pdip Minta Mui Agar Babi Panggan Halal.","MULAI TAHUN DEPAN, PDIP MINTA MUI AGAR BABI PANGGAN HALAL UNTUK DIKONSUMSI DIKALANGAN MASYARAKAT TERMASUK PESANTREN",0
6-Oct-17,Pki Ketangkep Basah!,"PKI KETANGKEP BASAH! #BREAKING_NEWS ; Acara PKI Di Klender Jakarta Timur Di Bubarkan Oleh TNI, FPI, FBR dan Bang JAPAR! .",0
15-Feb-20,Waspada Bahaya Skullbreaker Challenge Yang Membahayakan Nyawa,Komisi Perlindungan Anak Indonesia (KPAI) dan Polri mengimbau anak-anak dan pelajar agar tidak mengikuti skullbreaker challenge karena jelas membahayakan diri sendiri. Jika terdapat korban jiwa dalam aksi tersebut maka dapat dikenakan tindak pidana,0
19-Dec-17,Billboard Bertuliskan Pdip Tidak Butuh Suara Umat Islam,PDI-P TIDAK BUTUH SUARA UMAT ISLAM KETUM pdi-p megawati soekarno putri,0
25-Jul-18,Golden Fireworm,Ulat bulu laut yang menyerang sisir pantai Thailand mula terdapat di pantai PD,1
15-Apr-20,Anak Pemilik Pempek Ny Kamto Dirampok Di Jl Palagan Perum Monjali,"Anak pemilik empek2 Ny Kamto, Jl. Palagan tadi siang ditembak perampok di Perum Monjali 20 jt melayang Mohon tingkatkan kewaspadaan diri masing2 maupun bersama. Kerusuhan sudah dimulai.",1
29-Jul-20,Gambar Pengujian Vaksin Covid-19 Telah Sukses,Pengujian vaksin covid19 telah sukses,1
01-Agu-18,Pesan Berantai Air Pam Di Palembang Mati Selama 3 Hari Karena Asian Games 2018,Menindaklanjuti rencana pekerjaan pemindahan trafo di Intake Instalasi Pengolahan Air Ogan dalam rangka persiapan Asian Games 2018 pada :,1
3-May-18,"Tidak Ada Sekber Ormas Dan Okp Untuk Capres Dan Cawapres, Jokowi Dengan Tito","Telah beredar SEKBER ORMAS DAN OKP dalam persiapan Capres dan Cawapres 2019-2024 Presiden Joko Widodo dengan Kapolri Jenderal Pol. Prof. H. Muhammad Karnavian, Ph. D, (Kawan Tito) adalah TIDAK BENAR / HOAX BE SMART NETIZEN YAA MITRA HUMAS ,",0
4-Sep-18,Video Beberapa Atlet Asing Peserta Asian Games Yang Menari Dengan Iringan Lagu Meraih Bintang Di Bandara Soekarno Hatta,Pagi tadi (senin 3/9) di Bandara Soekarno Hatta. Serunyaaa para Atlet Asing peserta Asian Games 2018 yang akan pulang kampung melakukan Flash Mob MERAIH BINTANG,1
16-Jun-18,Syndrome Juling,hati2 para orang tua yg pny baby umur dibawah 4 tahun jangan biasakan anak anda lihat youtube.,1
15-Dec-19,Detik2 Bapak Mistadi Diterkam Harimau Sumatera,"Detik2 dimana Bapak Mistadi diterkam Harimau Sumatera, dikebun Muplih ataran Penamaran Desa Kota Agung bersebelahan lgsg dgn Desa Rekimai Jaya SDT.Turut Berduka sedalam dalamnya",1
4-Apr-18,Tidak Ada Pejemputan Paksa Ulama Bireuen Oleh Polisi,"Langsung kita panggil kedua belah pihak. Dengan perangkat desa, tokoh budaya, tokoh agama, alhamdulillah sudah klir. Jadi tidak ada jemput paksa, kata Kapolsek Kota Juang, AKP Ahmad Arief Sanjaya, Selasa (3/4).",0
7-Jul-18,"Doktor Yang Jadi Pemulung Sampah Ini, Ternyata Adiknya Pramodya Ananta Toer","Soesilo Ananta Toer , yang tidak lain adalah adik Pramodya Ananta Toer.",0
10-Dec-19,Kemenpan-Rb Mengklarifikasi Soal Pembagian Nip Untuk Cpns Yang Beredar Melalui Pesan Berantai,"Kami tegaskan bahwa informasi tersebut tidak benar. Saat ini, proses seleksi CPNS dalam tahap verifikasi administrasi,",0
19-May-20,Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,Pemberitahuan. Kalau bisa jgn ke Giant Pal 6 dulu karena Manager nya meninggal kena covid dan skrg karyawannya sedang di periksa,1
5-Feb-19,Wiranto Akan Melakukan Kecurangan Terhadap Peghitungan Suara,Nah lo!para petinggi HANURA PUSAT bicara blak2 kan. Sepak terjang wiranto. seorang wiranto udah jelas niat wiranto akan melakukan kecurangan terhadap peghitungan suarayg bongkar ini pimpinan partai hanura sendiri,1
31-Jul-17,Pemerintah Indonesia Mengundang Snsd Untuk Hut Ri,"Foto veteran ini memang foto lama NAMUN sampai sekarang masih saja banyak veteran yg tidak dimuliakan oleh negara. Jika uang utk mendatangkan SNSD dialokasikan utk mereka, alangkah baiknya. KECUALI jika rezim merasa SNSD sejalan dg nawacita dan revolusi mental.",1
4-Mar-19,Ustadz Yusuf Mansur Katakan Sebutan Kafir Adalah Sebuah Hinaan Dan Bisa Dipidanakan!,"Ustadz Yusuf Mansur: Sebutan Kafir Adalah Sebuah Hinaan, Bisa Dipidanakan!",1
21-Oct-15,Syiah Di Indonesia,"Innalillahi wa inna ilaihi rojiun Kabar duka dari Negeri Tercinta Hari ini, ABI Ormas Syiah mengadakan Muktamar II dikantor Kementerian Agama RI?",0
18-Agu-18,Bnpb Kecewa Ada Yang Sebar Hoax Bantuan Gempa Lombok,"Kepala Pusat Data, Informasi, dan Humas BNPB Sutopo Purwo Nugroho kecewa soal penyebaran bantuan untuk korban gempa Lombok yang diwarnai berita bohong (hoax).",0
4-Jun-18,"Anggaran Tempat Sampah Jerman Rp 9,58 M, Dinas Lh Dki Buka Suara","Setelah melakukan pertimbangan secara teknis, kami pilih produk Jerman dengan pertimbangan kualitas, ucap dia. Isnawa pun menyebutkan garbage bin yang dipesan telah memiliki sertifikat standardisasi kelas dunia EN-840.",0
4-Sep-19,Pedang Jepang Yang Bernama Samurai,"Pasti tahu donk Pedang Jepang yang bernama Samurai? Nah, ternyata ada jenis pedang lain yang bernama Katana loh. Yuk intip proses pembuatan nya supaya kita SEMAKIN PINTAR",0
4-Nov-17,Kita Ketawain Aja Hoaknya Kaum Bumi Datar,Kita ketawain aja HOAKnya kaum bumi datar Ini anak siapa -gbr nyolong di google -yg penting cina -matanya sifit -kulit putih SD nya fiktif,0
21-Apr-18,Kotakpandoras: Hasil Polling Google,Hasil sementara Polling Google terakhir kali dapat dilihat pukul 11.17 WIB (3/4/2018) yg mencatat 58.516 responden. Sebanyak 53.249 responden atau 91% memilih TIDAK SETUJU Jokowi memimpin RI kembali untuk periode 2019-2024. #2019GantiPresiden !,1
14-Nov-19,Di Rusia Juga Ada Yang Bersholawat,"Di Rusia jg ada yg bersholawat,",1
18-Jan-18,: Berita Palsu Yang Memicu Pembantaian Perang Dingin,"Ada dua alat yang bisa digunakan operator sinis untuk keuntungan politik di Indonesia agama dan komunisme, kata Baskara T. Wardaya, seorang profesor di Universitas Sanata Dharma di Yogyakarta yang mempelajari peran Perang Dingin dalam sejarah Indonesia. Dan mitos ancaman komunis yang selalu ada sekarang diciptakan oleh Suharto pada bulan Oktober 1965. Itu tertanam dalam pikiran rakyat.",0
7-Nov-16,Kominfo Menginisiasi System Big Data Cyber Security,"Yth. Rekan-rekan semua. Menginformasikan & mengingatkan kepada teman-teman agar tidak lupa bahwa system Big Data Cyber Security (BDCS) Indonesia sdh terpasang, menyusul rencana Wantanas RI (Dewan Pertahanan Nasional) yg akan mengambil semua informasi melalui internet di Indonesia",1
5-Jul-18,Kepolisian Bantah Telah Menangkap Pelaku Jambret Di Cempaka Putih,"Iya identitas sudah dikantongi, kami masih lakukan penyelidikan mas, kata Komisaris Rosiana",0
7-Apr-18,Ini Klarifikasi Bppt Soal Kajian Potensi Tsunami Pandeglang,"Masyarakat tidak perlu khawatir dengan pemberitaan ini. Permohonan maaf BPPT kepada masyarakat Indonesia yang terdampak sekiranya hasil studi awal potensi tsunami di Jawa bagian barat, yang seharusnya hanya untuk konsumsi akademis ini, telah membuat keresahan masyarakat,",0
24-Aug-19,Diam-Diam David Beckham Ke Wamena-Papua,Pemain sepak bola asal Inggris David Beckham ternyata berkunjung ke pedalaman Wamena-Papua secara diam-diam.Pemain ternama Dunia ini ternyata memberikana bantuan kemanusiaan setelah mendegar tragedi kematian anak di Nduga pada tahun silam 2015 lalu.Pada kedatangan sang bintang sepak bola itu akhirnya dikagetkana dengan kaos baju yang dikenakan David Beckham yang bertulisanFree West Papua.,1
12-Mar-17,Penculikan Anak Yang Gunakan Foto Korban Perang Dan Video Pembantaian,Berikut Foto yg di ambil dari beberapa media pasar gelap di negara cina sana yang merupakan sumber pasar gelap organ tubuh yang menjadi incaran adalah anak-anak karena di nilai organ tubuh anak adalah yang paling segar dan sehat karena dalam masa pertumbuhan dan tidak tercerma seperti rokok dan bahan kimia lain sehingga harga jual menjadi sangat tinggi untuk organ tubuh anak-anak setelah organ tubuh di ambil mayat mereka akan menjadi sampah atau di beri makan hewan peliharaan seperti buaya atau makanan kebun binatang yang ada di negara cina sana.,0
9-Jan-17,Surat Terbuka Km Itb,"Beredar surat terbuka dengan judul Pemerintah: Berhenti Serampangan Kelola negara! mengatasnamakan Keluarga Mahasiswa ITB. Surat tersebut mengkritisi kebijakan Presiden Republik Indonesia Joko Widodo. Ada lima poin yang dikritisi dalam surat terbuka tersebut, yakni mengenai kenaikan bahan bakar minyak (BBM), mengenai pencabutan subsidi listrik 900VA, mengenai masa depan hilirisasi minerbapaska rencana perubahan keempat PP 23/2010, mengenai kenaikan harga STNK, TNBK, dan BPKB, dan terakhir mengenai kerukunan nasional dan konflik horisontal di masyarakat.",0
3-Mar-20,1000 Tiket Pesawat Gratis Untuk Wni Pulang Ke Tanah Air Dari Pt Angkasa Pura 1 Karena Virus Corona,"Mentri luar negeri ibu retno marsudi, memberitahukan kepada seluruh warga wni yang ada di luar negeri, agar kiranya untuk berhari akibat virus korona yang ada di china, president jokowi, memerintahkan kepada ibu retno marsudi, menteri luar negeri, untuk memulangkan wni yang ingin mau pulang sebanyak 1000 tiket gratis.",1
30-Mar-18,Mengecek Kebenaran Klaim Yusril Soal 500 Gereja Yang Ditutup Di London,Mengecek Kebenaran Klaim Yusril soal 500 Gereja yang Ditutup di London,0
11-Dec-15,Mesin Mobil Sering Mati Di Atas Rel Kereta Api,[] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll,1
23-Jul-19,"Mendagri Tidak Memberi Ijin Cuti Kepada Walikota Sumbar Untuk Menunaikan Ibadah Haji, Rezim Setan.","Mendagri tidak memberi ijin cuti kepada walikota Sumbar untuk menunaikan ibadah haji, rezim setan.",1
22-Apr-20,Terjadi Pembegalan Di Jalan Bango Cilandak,Hati hati lewat jln baru tol sekitaran jlnn bango cilandak jam3sore ada begal ini korban ny.tetangga gw.,1
23-Oct-15,Bkmg Menyarankan Menaruh Baskom Air Yang Dicampur Garam Supaya Hujan Cepat Turun,Ajakan menaruh air dicampur dengan garam di dalam ember untuk membantu proses turunnya hujan.,1
15-Agu-18,Belum Ada Rencana Ujian Nasional 2019 Diselenggarakan Sebanyak Tiga Kali,"Kepala BSNP, Bambang Suryadi menjelaskan isu Ujian Nasional (UNAS) 2019 akan dilaksanakan sebanyak tiga kali pada Januari, April dan Mei adalah tidak benar adanya.",0
22-Apr-20,Italia Mengumumkan Penyerahannya,Italia Mengumumkan Penyerahannya Perdana Menteri mengatakan: Kontrol kami hilang. Penyakit Menular Membunuh Kami. Semua kemungkinan bantuan di bumi sudah berakhir,1
30-Oct-17,Polisi Laporkan 30 Akun Penyebar Hoax Girder Flyover Tol Ambruk,Polisi Laporkan 30 Akun Penyebar Hoax Girder Flyover Tol Ambruk,0
3-Aug-19,Klarifikasi Kementerian Kelautan Dan Perikanan  Terkait Beredarnya Surat Undangan Bimbingan Teknis Dan Penetapan Kelompok Penerima Bantuan Program Produksi Budidaya Ta. 2019,"Kami pastikan surat yang beredar di media daring adalah hoaks, pihak kami tidak pernah mengeluarkan surat seperti itu. Kalau kita teliti dari fisiknya saja (kop surat) sudah tidak sesuai",0
6-Jun-18,"Bukan Hoax, Fpi Ikut Buka Bersama Di Masjidilaqsa","Hadir dalam misi tersebut adalah ustad Bachtiar Nasir dari AQL, juga dari FPI, serta beberapa ustad lainnya. Di sela acara itu, ada MoU dengan Yayasan IHYA untuk program Palestina,",0
7-Aug-20,Pesan Berantai Sebuah Peringatan ! Sekarang Ada Yang Baru Dan Sedang Terjadi. Orang Datang Dari Pintu Ke Pintu Dan Membagikan Masker,"Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker. Mereka mengatakan: Ini ada pembagian masker dari pemerintah. ( Hal itu tidak benar) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda. ( Sebagai laporan klo masker sudah sampai alamat ) masker yg sudah diberi bius, lalu mereka merampok ! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati ! setidaknya informasi ini mungkin bisa berguna dan bermanfaat, mohon maaf bila ada salah kataWaspada waspada lah pada siapapun yg kita belum mengenalnya .",1
30-May-18,Dua Alquran Yang Diklaim Sebagai Al-Quran Palsu Kembali Beredar,ini alquran palsu karang orang kafir,1
31-Oct-19,"Menag: Allah Bukan Dari Arab, Jadi Kalau Berdoa Di Masjid Pakai Bahasa Indonesia Saja","Menag: Allah Bukan Dari Arab, Jadi Kalau Berdoa Di Masjid Pakai Bahasa Indonesia Saja",1
6-Feb-17,"Tangkapan Layar Dari Video Metro Tv Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals","Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals",1
24-Jan-18,Sebaran Hoaks Di Tengah Kepanikan Bencana,"Gempa berkekuatan 6,1 SR yang terjadi kemarin siang tak hanya melahirkan kepanikan, namun juga sejumlah hoaks yang disebar entah apa tujuannya. Hingga Selasa malam (23/1), setidaknya ada tiga kabar bohong yang menyamar sebagai informasi sungguhan. 1. Video Truk dan Mobil Goyang [.] 2. Foto Jalan Retak [.]",0
27-Nov-16,Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,"Tips Bermedsos Sehat Ala Ahmad Mustofa Bisri (1) menata kembali niat kita dalam menggunakan dan memanfaatkan Sosmed; (2) berhati-hati dan waspada beraktifitas di Dunia Maya yang ~kita tahu~ penuh tipuan; (3) jangan mudah tergiur dengan tampilan-tampilan menarik, biasakan tabayun dan meniliti rekam-jejak;",0
1-May-20,"Sejak Indonesia Merdeka, Baru Gubernur Anies Yang Dikunjungi 40 Dubes Tanpa Diundang","Sejak Indonesia merdeka hingga sekarang, baru sekali ini seorang GUBERNUR mendapat kunjungan 40 Duta besar di dunia, tanpa di undang,",1
1-Nov-19,"Uym: Prabowo Masih Kurang Cocok Jadi Menhan, Harusnya Coba Menjabat Dari Ketua Rt Dulu","ya beliau (prabowo) masih kurang paslah untuk jadi Menhan ya. Seharusnya beliau coba dari Ketua RT dululah , baru naik perlahan",1
13-Jun-19,Lahan Tni Al Surabaya Mau Dieksekusi Lewat Pengadilan Oleh Pengembang Cina,Separah ini kah potret negeriku saat ini? Lahan TNI AL Surabaya mau dieksekusi lewat pengadilan oleh pengembang cina. waduuhh betapa konyolnya negara ini,1
17-Jul-18,Bkd Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan Cpns 2018,Saya dan staf di BKD Papua tidak pernah meminta uang untuk menjanjikan jatah dalam penerimaan CPNS.,0
23-Apr-17,Video Jokowi Diolok-Olok Di Arab Saudi,Video Jokowi Diolok-Olok Di Arab Saudi,0
19-Feb-19,Penjelasan Terkait Pernyataan Prabowo Soal Impor Air Di Debat Capres,Wkwkwkgaes ada yg tahu gak sejak kapan yahhh kita impor air ! Helloowwww.yang bener aja wo kalau ngomong. Welehweleh dasar kang hoax! Airrr mana airrr! #DebatPintarJokowi #DebatMantulJokowi#prabowongaco,0
17-Oct-16,Ciri-Ciri Anak Dominan Otak Kanan,"Di dalam artikel tersebut membahas mengenai tumbuh kembang anak, khususnya tumbuh kembang anak yang dominan otak kanannya. Salah satu poin yang diangkat dalam tulisan Ayah Edy itu ialah ciri-ciri anak dominan otak kanan.",0
5-Sep-18,Pertamina Bantah Mengurangi Kuota Bbm Bersubsidi Di Wilayah Solo Raya Dan Di Yogyakarta,"Atas isu terjadi kelangkaan Bahan Bakar Minyak (BBM) bersubsidi jenis solar di wilayah Solo Raya dan Daerah Istimewa (DI) Yogyakarta, PT. Pertamina akhirnya memberikan klarifikasi.",0
5-Jan-18,: Penemuan Senjata Kelompok Syiah Di Goa Husainiyat,Pemerintah Pakistan menemukan gudang persenjataan kelompok syiah dalam sebuah gua dibawah Husainiyat mereka yg terletak disebelah barat laut Pakistan.,0
12-Aug-20,Narasi Foto Islam Nusantara Sholat Berlatar Belakang Salib,Islam Nusantara itu nabinya siapa ya? Tuhannya Yesus juga ya? terus kitabnya mungkin kitab STENSIL?,1
24-Oct-17,Jokowi Bukan Seorang Insinyur,FAKTA JOKOWI BUKAN SEORANG INSINYUR. Coba Tunjukkan Kepada Kita 1 (Satu) Orang Saja Teman Seangkatan Jokowi Saat Diwisuda! Coba Tunjukkan Kepada Kita 10 (Sepuluh) Orang Teman Seangkatan Jokowi? Jokowi BUKAN alumnus UGM,0
8-Apr-17,Kiat Untuk Mengenali Berita Palsu,"Jangan langsung percaya dengan judul. Kabar berita palsu sering kali memiliki judul yang menarik yang ditulis dalam huruf besar dan dengan tanda seru. Jika klaim mengejutkan dalam judul kelihatannya tidak dapat dipercaya, maka kemungkinannya memang begitu.",0
15-Oct-19,Foto Awan Mengerikan Di Jepang,"Ngeri si, semoga tmn2 yg ada disana selamat amin yrb #PrayForJapan",1
1-Mar-18,"Klarifikasi Uin Sunan Kalijaga Dan Uii Terkait Status Dosen Taw, Pelaku Penyebaran Hoaks Anggota Mca","Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA",0
16-Mar-20,Update Status Terkait Penutupan Beberapa Destinasi Wisata Di Diy,"Kita sudah komunikasikan dengan Kementerian BUMN dan sesuai dengan ajakan Presiden Jokowi, bahwa TWC akan berlakukan penutupan bagi pengunjung,",0
25-Apr-19,Warga Madura Potong Tangan Pelaku Kecurangan Yang Mencoblos 100 Surat Suara Pemilu 2019,"Warga madura potong tangan pelaku kecurangan yang mencoblos 100 surat suara pemilu 2019 serta ini bukti QISHOS yg main coblos 100 surat suara dicoblos sendiri, masyarakat madura lalu memotong tangan pelaku""",1
10-Sep-16,"Gubernur Papua, Lukas Enembe Hadir Di Rapat Ktt Amerika Serikat - Afrika",Diam-diam Lukas Enembe Bertemu Dengan Presiden Obama (AS) dan Presiden Zimbia di Kota Washington,1
08-Agu-18,Pembajakan Akun Aplikasi Telegram Melalui Pemulihan Kata Kunci,"Cara Mengaktifkan Verifikasi Dua Langkah di Telegram Saat ini, WhatsApp telah menambahkan fitur verifikasi dua langkah ke aplikasinya namun sebenarnya ini telah ada terlebih dahulu di Telegram.",1
19-Apr-18,Astaga Ini Sholat Kok Jadi Begini,Astaga ini sholat kok jadi begini,1
12-Agu-18,Charta Politika Tidak Pernah Melakukan Survei Nasional Dengan Simulasi Jokowi - Kh. Maruf Amin Dan Prabowo Subianto - Sandiaga Uno,Adapun data / gambar mengenai hasil Survei Nasional mengatasnamakan Charta Politika yang beredar di beberapa WhatsApp Group adalah HOAX dan kami akan memproses secara hukum,0
29-Mar-18,"Jokowi Dituduh Jual Belikan Undangan Pernikahan Kahiyang-Bobby, Istana Angkat Bicara","Sebuah video yang diunggah ke Instagram oleh akun @arseto.suryoadji. Dalam video tersebut, si pemilik akun mengatakan: Gua buka ke publik ya, gua laporin ke Polda kalau perlu sekarang. Waktu Jokowi kawinan undangannya itu dijualin Rp 25 juta satu undangan sama orang-orang pendukung Jokowi, cuih Dasar koruptor lo semua koruptor, hah? Gua Arseto, mau apa lo? Mau nge-bully gua, gua bully lo emang lo koruptor, emang lo penjahat semua. Pendukungnya sama presidennya semua kok sama? Orang gila semua itu, main proyek. Emang baj**an-baj**an, se**n-se**n itu, beneran. Dan Jokowi udah tambah kaya sekarang, bisa bayar semua. (Suara samar-samar) itu boneka aja di belakangnya main korupsi semua itu. Yang bawa aja itu undangan dijual 25 juta, udah gila-gilaan dah mereka.",0
24-Sep-17,Makam Tuhan Yesus Kristus Sedang Dibuka Untuk Pertamakalinya,Makam Tuhan Yesus Kristus sedang dibuka untuk pertamakalinya. Ini terjadi diYerusalem ketika mereka meluncurkan marmer makam Tuhan Yesus suara Sangkakala terdengar dan awan membentuk lingkaran. Puji Tuhan fenomena yang tidak dapat dijelaskan terjadi hari ini di Israel. Like Pelik Tapi Benar,0
26-Jul-19,Pt Pos Indonesia Membantah Isu Telah Bangkrut,"Pernyataan resmi apakah pos bangkrut jawabannya tidak, indikatornya banyak bahwa kenapa tidak akan bangkrut dalam periode diduga itu. Apakah kita akan lay off karyawan, apakah kita menunda pembayaran-pembayaran kewajiban ke pihak ketiga, semua lancar",0
15-Oct-19,Klarifikasi Terkait Isu Bank Artos Diakuisisi Gojek Menjadi Bank Gojek,"Menanggapi hal tersebut, pihak Bank Artos memberikan klarifikasinya. Plt Direktur Utama dan Sekretaris Perusahaan Bank Artos Deddy Triyana, informasi mengenai Gojek dan Bank Artos bukan berasal dari perseroan. Dia juga menyebut hingga kini Bank Artos tak pernah berbicara perihal rencana akuisisi Gojek.",0
24-Sep-19,Foto Aliansi Pekerja Sepanjang Sudirman-Kuningan,"ALIANSI PEKERJA SEPANJANG SUDIRMAN-KUNINGAN #MOSITIDAKPERCAYA 24 SEPT 2019 | DPR RI, JAKARTA There are no marshals and leaders today. Nobody is responsible for you. You are responsible for yourselves,",1
19-Jul-18,Betapa Malang Bangsa Ini Dikelola Para Bandit,Duh betapa malang bangsa ini dikelola para bandit,1
13-Oct-17,Iklan Lowongan Pekerjaan Menghamili Istri Lurah Di Gorontalo Berhadiah Rp 10 Juta,Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta,1
27-Nov-19,Emoticon Baterai Pengisi Baterai Ponsel Ciptaan Mahasiswa Terbaik Ui,Ni magic betul Serius.dicipta oleh Afrizal Abdi Assyifa .mahasiswa terbaik UI UI Coba kirim ke 4 grup dan bettery anda akan penuh 100%. Asli n coba,1
14-Sep-17,Saya Baru Tau Kalau Shalat Ghaib Ada Sujudnya. Pake Madzhab Abu Janda Hahaha,Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha,0
10-Dec-19,Uym Sindir Uas: Menceraikan Istri Sama Halnya Kedzaliman,"Ustadz Yusuf Mansur angkat bicara, beliau mengatakan secara umum, perceraian, tidak diinginkan dalam islam.",1
27-May-19,Partai Golkar Mengajukan Surat Permohonan Pembatalan Hasil Pilpres,Eng Ing Eng . Ada Apakah Gerangan Partai Golkar Tiba2 Mengajukan Surat Permohonan Pembatalan Hasil Pilpres Yg Diumumkan KPU 21 Mei 2019 Ke MK? #GerakanKedaulatanRakyat,1
29-Mar-18,Arseto Pariadji Menyerahkan Diri Ke Polisi,Arseto Pariadji Menyerahkan Diri ke Polisi,0
6-Jul-19,"Kompak Resign, Forum Honorer K2 Dan Pns Pendukung Prabowo Pilih Jadi Anggota Fpi","Kompak resign, Forum Honorer K2 dan PNS pendukung Prabowo pilih jadi anggota FPI.",1
10-Dec-18,40 Narapidana Kabur Dari Rutan Sialang Bungkuk Pekanbaru,"[9/12 18:07] HUMAS POLDA RIAU: Sekedar info buat semua : Telah lepas napi sialang bungkuk sore ini sekitar 40 orang, dimohon untuk waspada, menutup rapat rumah masing-masing, bila ada orang yg tak dikenal jangan di dekati dan layani, bisa jadi mereka mencari sandera utk bisa lepas lebih jauh, info dari adek tugas di brimob, bisa jadi tidak di sebar luas oleh pihak aparat",1
19-Mar-18,Satgas Pangan Polri Pastikan Tak Ada Telur Palsu Beredar Di Pasar,"Beberapa jenis telur memang akan terlihat lebih cair atau terdapat bakteri di dalamnya saat disimpan terlalu lama. Terlebih, jika ada keretakan di cangkang telurnya, bakteri atau jamur akan lebih mudah masuk. Namun keberadaan telur palsu tidak dimungkinkan. Pasalnya, secara harga saja, pembuatan telur palsu bisa lebih tinggi dari telur asli",0
16-Mar-18,"Informasi Tarif Tol Jakarta-Surabaya Yang Beredar Di Media Sosial, Media Pesan, Dan Media Daring","Penetapan tarif tol merupakan kewenangan dari Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR), di mana untuk jalan tol yang masih dalam tahap konstruksi, tarifnya belum ditetapkan",1
